restaurant_id,name,category,price_tier,neighborhood,opening_hours,closing_hours,good_for_kids
754,Kassulke-Zboncak,Filipino,Expensive,Chelsea,9:00,22:00,TRUE
755,Schmidt-Williamson,Israeli,Cheap,Jackson Heights,9:00,22:00,FALSE
756,Daniel and Sons,Bahraini,Medium,Long Island City,9:00,22:00,TRUE
757,Strosin-White,Bulgarian,Medium,West Village,9:00,22:00,TRUE
758,Reynolds Group,Uzbek,Medium,Bushwick,9:00,22:00,TRUE
759,Wiegand-Carter,Indonesian,Expensive,Williamsburg,9:00,22:00,FALSE
760,Friesen Group,Malaysian,Medium,Brighton Beach,9:00,22:00,TRUE
761,"Bahringer, Osinski and Lindgren",Argentine,Cheap,Morningside Heights,9:00,22:00,FALSE
762,Gorczany-Jaskolski,Bangladeshi,Cheap,Washington Heights,9:00,22:00,FALSE
763,Konopelski-Klein,Filipino,Cheap,Midtown,9:00,22:00,TRUE
764,"Blick, Bosco and Beer",Austrian,Expensive,Washington Heights,9:00,22:00,TRUE
765,Barrows-Walter,Swedish,Expensive,Greenwich Village,9:00,22:00,FALSE
766,"Bernier, Smitham and Abshire",Polish,Expensive,Chelsea,9:00,22:00,TRUE
767,Watsica Group,Kyrgyz,Cheap,Tribeca,9:00,22:00,FALSE
768,"Nolan, Kerluke and Lemke",German,Cheap,Financial District,9:00,22:00,FALSE
769,"VonRueden, Emard and Deckow",Italian,Medium,Battery Park City,9:00,22:00,FALSE
770,Harris-Rutherford,Mediterranean,Cheap,Lower East Side,9:00,22:00,FALSE
771,Breitenberg Group,Australian,Medium,Lower East Side,9:00,22:00,TRUE
772,"Tremblay, Muller and Feeney",Mediterranean,Cheap,Chinatown,9:00,22:00,TRUE
773,Stiedemann-Kautzer,Estonian,Expensive,Little Italy,9:00,22:00,FALSE
774,Johnston Group,Filipino,Cheap,Murray Hill,9:00,22:00,TRUE
775,Breitenberg Group,Sri Lankan,Expensive,Chelsea,9:00,22:00,FALSE
776,Cummings Group,Pakistani,Expensive,Brighton Beach,9:00,22:00,FALSE
777,Cruickshank-Bins,Mexican,Cheap,Long Island City,9:00,22:00,FALSE
778,"Conroy, Pfannerstill and Russel",French,Cheap,Bayside,9:00,22:00,FALSE
779,Murazik Inc,Greek,Medium,Chinatown,9:00,22:00,FALSE
780,"Batz, Lockman and Morissette",Caribbean,Expensive,Morningside Heights,9:00,22:00,FALSE
781,"Simonis, D'Amore and Rippin",Israeli,Medium,East Village,9:00,22:00,TRUE
782,Luettgen-Rosenbaum,Austrian,Expensive,Forest Hills,9:00,22:00,FALSE
783,Douglas-Olson,Bahraini,Medium,SoHo,9:00,22:00,FALSE
784,"Kuvalis, Mitchell and Boehm",Portuguese,Medium,Bayside,9:00,22:00,FALSE
785,"Feeney, Howell and Emard",Indonesian,Medium,Lower Manhattan,9:00,22:00,FALSE
786,Koelpin Inc,Swedish,Cheap,Flatiron District,9:00,22:00,TRUE
787,Miller-Purdy,Caribbean,Expensive,Little Italy,9:00,22:00,FALSE
788,Osinski-Tillman,Chinese,Medium,Rego Park,9:00,22:00,FALSE
789,"Robel, Dietrich and Swift",Sri Lankan,Medium,Jamaica,9:00,22:00,FALSE
790,Hudson-Breitenberg,Swedish,Expensive,Prospect Heights,9:00,22:00,FALSE
791,Frami-McGlynn,Mongolian,Expensive,Kips Bay,9:00,22:00,FALSE
792,"Murray, Sipes and Bogisich",Estonian,Medium,East Harlem,9:00,22:00,FALSE
793,"Collier, Douglas and Simonis",Israeli,Expensive,Jackson Heights,9:00,22:00,TRUE
794,"Bednar, Volkman and Lang",Israeli,Medium,Little Italy,9:00,22:00,TRUE
795,Lebsack and Sons,Korean,Expensive,Sutton Place,9:00,22:00,TRUE
796,"Crooks, Raynor and Hegmann",Mediterranean,Cheap,Coney Island,9:00,22:00,FALSE
797,Marquardt-Wiegand,Vietnamese,Medium,Little Italy,9:00,22:00,TRUE
798,Moore Group,Lithuanian,Cheap,Times Square,9:00,22:00,FALSE
799,Stiedemann Inc,Belgian,Expensive,Upper West Side,9:00,22:00,FALSE
800,Brekke LLC,South African,Expensive,NoHo,9:00,22:00,FALSE
801,"D'Amore, Schaefer and Wunsch",Yemeni,Cheap,Prospect Heights,9:00,22:00,TRUE
802,"Konopelski, Cummerata and Kunde",Bulgarian,Expensive,Greenwich Village,9:00,22:00,TRUE
803,Wolf-O'Connell,Turkish,Expensive,East Harlem,9:00,22:00,FALSE
804,Barton-Zulauf,American,Cheap,Kips Bay,9:00,22:00,FALSE
805,"Gleason, Cummings and Veum",Belgian,Medium,Rego Park,9:00,22:00,FALSE
806,"Goyette, Sanford and Mertz",Swedish,Medium,Murray Hill,9:00,22:00,TRUE
807,"Schowalter, Koch and Lynch",Slovenian,Cheap,Bedford-Stuyvesant,9:00,22:00,TRUE
808,"Roob, Kovacek and White",Caribbean,Cheap,Bayside,9:00,22:00,FALSE
809,Koch Group,Jordanian,Expensive,Hell's Kitchen,9:00,22:00,TRUE
810,Zboncak-Lueilwitz,Afghan,Medium,Murray Hill,9:00,22:00,TRUE
811,"Raynor, Murazik and Douglas",Caribbean,Cheap,Battery Park City,9:00,22:00,TRUE
812,Kihn-Parisian,Ukrainian,Medium,Financial District,9:00,22:00,FALSE
813,"Beer, O'Conner and Becker",Uzbek,Cheap,Brighton Beach,9:00,22:00,FALSE
814,Towne LLC,Indonesian,Expensive,Crown Heights,9:00,22:00,TRUE
815,Lebsack-Weber,Spanish,Cheap,Forest Hills,9:00,22:00,FALSE
816,Considine LLC,Kenyan,Medium,Lower Manhattan,9:00,22:00,TRUE
817,"McLaughlin, Lesch and Cronin",Lithuanian,Expensive,East Village,9:00,22:00,FALSE
818,"Walker, Roberts and Huel",Sri Lankan,Cheap,Woodside,9:00,22:00,TRUE
819,Watsica LLC,Vietnamese,Medium,Astoria,9:00,22:00,TRUE
820,Dicki-Rodriguez,Nepali,Medium,Harlem,9:00,22:00,TRUE
821,Little-Wilderman,Austrian,Cheap,Nolita,9:00,22:00,FALSE
822,Flatley Group,Sri Lankan,Expensive,Jackson Heights,9:00,22:00,FALSE
823,Daugherty and Sons,Finnish,Medium,Chelsea,9:00,22:00,TRUE
824,Padberg Group,South African,Medium,Little Italy,9:00,22:00,FALSE
825,Rau and Sons,Ukrainian,Medium,Bayside,9:00,22:00,TRUE
826,"Labadie, Stroman and Bode",Slovenian,Expensive,Bushwick,9:00,22:00,FALSE
827,"Upton, Upton and O'Conner",Nepali,Cheap,Forest Hills,9:00,22:00,TRUE
828,"Schulist, Goyette and Bode",Caribbean,Cheap,Chelsea,9:00,22:00,FALSE
829,Bogan LLC,Hungarian,Cheap,Murray Hill,9:00,22:00,TRUE
830,"Farrell, Swaniawski and Kirlin",German,Expensive,Jackson Heights,9:00,22:00,TRUE
831,Paucek-Wiegand,German,Expensive,Forest Hills,9:00,22:00,TRUE
832,Reilly-O'Kon,Saudi Arabian,Expensive,Long Island City,9:00,22:00,FALSE
833,Will Inc,Icelandic,Cheap,Upper East Side,9:00,22:00,FALSE
834,Schinner-Lesch,British,Expensive,Jackson Heights,9:00,22:00,TRUE
835,Cummings LLC,Israeli,Expensive,Jackson Heights,9:00,22:00,FALSE
836,"Blanda, Jakubowski and Green",Peruvian,Cheap,Williamsburg,9:00,22:00,TRUE
837,Bashirian-Heller,Yemeni,Expensive,SoHo,9:00,22:00,TRUE
838,Jacobs-Cummings,Armenian,Medium,Kips Bay,9:00,22:00,TRUE
839,"Considine, Reilly and Mertz",Kenyan,Medium,Astoria,9:00,22:00,FALSE
840,Vandervort Inc,Azerbaijani,Medium,Bushwick,9:00,22:00,FALSE
841,Conroy-Schuster,American,Medium,Brighton Beach,9:00,22:00,FALSE
842,Goldner-Fisher,Polish,Cheap,Bayside,9:00,22:00,TRUE
843,"Quigley, Block and Waelchi",Hungarian,Medium,Ridgewood,9:00,22:00,TRUE
844,Cremin-Shanahan,Pakistani,Cheap,Kips Bay,9:00,22:00,FALSE
845,"Stehr, Friesen and Dietrich",Uzbek,Medium,Upper East Side,9:00,22:00,FALSE
846,"Hirthe, Fadel and Runte",Palestinian,Medium,Inwood,9:00,22:00,TRUE
847,Schmitt-Schumm,Iranian,Cheap,Tribeca,9:00,22:00,FALSE
848,"Lueilwitz, Blick and Walter",Omani,Cheap,Sunnyside,9:00,22:00,TRUE
849,Heller and Sons,Turkish,Cheap,Battery Park City,9:00,22:00,TRUE
850,Borer-Bernier,Ethiopian,Expensive,Flatiron District,9:00,22:00,FALSE
851,Larson-Heller,Austrian,Medium,Hamilton Heights,9:00,22:00,FALSE
852,"Kris, Corwin and Price",French,Cheap,Tribeca,9:00,22:00,FALSE
853,Hahn and Sons,Israeli,Cheap,Greenwich Village,9:00,22:00,FALSE
854,"Hettinger, Armstrong and Hamill",Finnish,Cheap,Williamsburg,9:00,22:00,TRUE
855,"Bashirian, Fay and Stark",Omani,Cheap,Lower Manhattan,9:00,22:00,TRUE
856,"Kerluke, Parisian and Schaden",Danish,Expensive,Battery Park City,9:00,22:00,TRUE
857,Carroll-Graham,American,Medium,Astoria,9:00,22:00,FALSE
858,"Nitzsche, Windler and Kunze",Vietnamese,Expensive,Kips Bay,9:00,22:00,TRUE
859,"Kreiger, Hermann and Hessel",Indonesian,Expensive,Washington Heights,9:00,22:00,TRUE
860,Ryan Inc,Pakistani,Medium,Chelsea,9:00,22:00,TRUE
861,"Rempel, Durgan and King",Bulgarian,Cheap,Hamilton Heights,9:00,22:00,TRUE
862,"Deckow, Schiller and Rohan",Chinese,Cheap,Greenpoint,9:00,22:00,TRUE
863,Weber LLC,Azerbaijani,Medium,Bedford-Stuyvesant,9:00,22:00,TRUE
864,"Davis, Daugherty and Pouros",Estonian,Medium,Hamilton Heights,9:00,22:00,TRUE
865,Legros-Mann,Spanish,Expensive,Lower Manhattan,9:00,22:00,TRUE
866,"Ullrich, Trantow and Schulist",Swedish,Expensive,Sunnyside,9:00,22:00,TRUE
867,"Ernser, Konopelski and Witting",Estonian,Cheap,Times Square,9:00,22:00,FALSE
868,"Gutmann, Von and Feeney",Lithuanian,Expensive,Hamilton Heights,9:00,22:00,TRUE
869,"Ankunding, Abernathy and Johnson",Croatian,Cheap,Ridgewood,9:00,22:00,TRUE
870,MacGyver Group,Japanese,Cheap,Flatiron District,9:00,22:00,FALSE
871,Leuschke-Feil,Iranian,Medium,Sunnyside,9:00,22:00,TRUE
872,Gleason LLC,Kyrgyz,Expensive,Bensonhurst,9:00,22:00,FALSE
873,"Robel, Wiza and Price",Slovak,Medium,Kips Bay,9:00,22:00,TRUE
874,"Conn, Zemlak and Padberg",Romanian,Expensive,Bay Ridge,9:00,22:00,FALSE
875,"Pagac, Strosin and Romaguera",Indian,Medium,Williamsburg,9:00,22:00,FALSE
876,Murphy-Mertz,Nepali,Expensive,West Village,9:00,22:00,TRUE
877,Oberbrunner Group,Armenian,Expensive,Rego Park,9:00,22:00,FALSE
878,Larson-Connelly,Bulgarian,Medium,SoHo,9:00,22:00,TRUE
879,Brown Group,Bulgarian,Medium,Battery Park City,9:00,22:00,TRUE
880,"Kozey, Howe and Crooks",Afghan,Expensive,Jamaica,9:00,22:00,TRUE
881,Marks-Hoppe,Bahraini,Medium,Jamaica,9:00,22:00,TRUE
882,Schowalter-Hane,Norwegian,Cheap,Times Square,9:00,22:00,FALSE
883,"Nitzsche, Sawayn and Bayer",Finnish,Cheap,Midtown,9:00,22:00,TRUE
884,Swift-Adams,Azerbaijani,Expensive,Jackson Heights,9:00,22:00,FALSE
885,"Reilly, Rosenbaum and Medhurst",Czech,Cheap,Lower Manhattan,9:00,22:00,FALSE
886,Wuckert-Bergstrom,Latvian,Medium,Washington Heights,9:00,22:00,TRUE
887,O'Hara-Kunze,Latvian,Medium,NoHo,9:00,22:00,TRUE
888,Ullrich LLC,Iraqi,Medium,Bensonhurst,9:00,22:00,TRUE
889,Erdman and Sons,Italian,Cheap,Elmhurst,9:00,22:00,FALSE
890,Kemmer-Zieme,Ukrainian,Medium,Murray Hill,9:00,22:00,FALSE
891,Breitenberg-Rutherford,Finnish,Medium,Rego Park,9:00,22:00,FALSE
892,McGlynn-Kihn,Greek,Medium,Times Square,9:00,22:00,TRUE
893,"Grant, Trantow and Monahan",Romanian,Cheap,Bayside,9:00,22:00,TRUE
894,"Adams, Hand and Muller",Lithuanian,Cheap,Rego Park,9:00,22:00,FALSE
895,O'Conner-Bernhard,Danish,Cheap,Bayside,9:00,22:00,TRUE
896,Barrows LLC,Emirati,Medium,Prospect Heights,9:00,22:00,TRUE
897,Champlin-McDermott,Vietnamese,Cheap,West Village,9:00,22:00,TRUE
898,"Ebert, O'Kon and Sanford",Bulgarian,Cheap,Chelsea,9:00,22:00,TRUE
899,Reynolds Inc,Swedish,Expensive,Coney Island,9:00,22:00,FALSE
900,Lebsack Group,Icelandic,Cheap,Park Slope,9:00,22:00,TRUE
901,Bahringer Inc,Jordanian,Expensive,Astoria,9:00,22:00,FALSE
902,Turner-Hauck,Finnish,Medium,Astoria,9:00,22:00,TRUE
903,"Klocko, Stracke and Kessler",Qatari,Cheap,Sutton Place,9:00,22:00,TRUE
904,"Schaefer, Christiansen and Kemmer",Ukrainian,Cheap,Hell's Kitchen,9:00,22:00,FALSE
905,"Haley, Smitham and Ankunding",Nepali,Expensive,West Village,9:00,22:00,FALSE
906,"Dickens, Hettinger and Cremin",Vietnamese,Expensive,Astoria,9:00,22:00,FALSE
907,Simonis-Robel,Mexican,Medium,Crown Heights,9:00,22:00,FALSE
908,Zemlak and Sons,Ukrainian,Expensive,Nolita,9:00,22:00,TRUE
909,Conroy LLC,Jordanian,Cheap,Washington Heights,9:00,22:00,TRUE
910,"Breitenberg, Goyette and Mertz",Filipino,Expensive,Bensonhurst,9:00,22:00,FALSE
911,Williamson-Borer,Turkish,Cheap,Washington Heights,9:00,22:00,TRUE
912,Bogisich-Fisher,Vietnamese,Medium,Battery Park City,9:00,22:00,TRUE
913,"Mertz, Smith and Fay",Uzbek,Expensive,Jackson Heights,9:00,22:00,TRUE
914,McKenzie Group,Norwegian,Cheap,Kips Bay,9:00,22:00,TRUE
915,"Streich, Balistreri and Yundt",Tajik,Cheap,Harlem,9:00,22:00,TRUE
916,Krajcik Group,Qatari,Expensive,Coney Island,9:00,22:00,TRUE
917,Rice Inc,Finnish,Medium,Jackson Heights,9:00,22:00,TRUE
918,"Lueilwitz, Pfeffer and Kuhn",German,Medium,Prospect Heights,9:00,22:00,TRUE
919,Zboncak-Pollich,Hungarian,Expensive,Kips Bay,9:00,22:00,FALSE
920,Lang Inc,German,Cheap,Financial District,9:00,22:00,TRUE
921,"Botsford, Graham and Blanda",Qatari,Medium,Rego Park,9:00,22:00,FALSE
922,Wolff-Bogisich,Bulgarian,Medium,NoHo,9:00,22:00,TRUE
923,Gerlach and Sons,Belgian,Cheap,Williamsburg,9:00,22:00,TRUE
924,"Franecki, Crona and Christiansen",Nigerian,Expensive,Morningside Heights,9:00,22:00,FALSE
925,Walker-Labadie,Caribbean,Medium,Lower Manhattan,9:00,22:00,TRUE
926,"Mraz, Langosh and Cormier",Austrian,Expensive,Tribeca,9:00,22:00,FALSE
927,"Wiza, Ryan and Rutherford",Bahraini,Expensive,Coney Island,9:00,22:00,TRUE
928,"Hayes, Tromp and Koch",Belgian,Medium,Upper East Side,9:00,22:00,FALSE
929,"Kautzer, Fay and Bauch",Peruvian,Medium,Morningside Heights,9:00,22:00,FALSE
930,"Schinner, Champlin and Weimann",Greek,Cheap,Elmhurst,9:00,22:00,TRUE
931,Herman-Wehner,Mexican,Expensive,Upper West Side,9:00,22:00,TRUE
932,McCullough Group,Nigerian,Medium,Bensonhurst,9:00,22:00,TRUE
933,Kemmer-Ankunding,Russian,Cheap,Morningside Heights,9:00,22:00,TRUE
934,Gorczany Inc,South African,Cheap,Gramercy,9:00,22:00,FALSE
935,Koch LLC,Norwegian,Medium,Brighton Beach,9:00,22:00,FALSE
936,"Dibbert, Conn and Ankunding",Swedish,Expensive,Lower Manhattan,9:00,22:00,TRUE
937,Carter-Schneider,Israeli,Expensive,Bay Ridge,9:00,22:00,TRUE
938,Veum-Murphy,Ukrainian,Medium,East Harlem,9:00,22:00,TRUE
939,Stracke and Sons,Czech,Medium,Upper West Side,9:00,22:00,FALSE
940,Funk Group,Portuguese,Expensive,West Village,9:00,22:00,FALSE
941,"Barrows, Kuhn and Kuvalis",Slovak,Cheap,Chinatown,9:00,22:00,FALSE
942,Daugherty Inc,Czech,Expensive,Greenwich Village,9:00,22:00,TRUE
943,"Grant, O'Keefe and Gerhold",Malaysian,Cheap,Long Island City,9:00,22:00,FALSE
944,"Sipes, Haley and O'Kon",Cuban,Cheap,Hamilton Heights,9:00,22:00,TRUE
945,Will Group,French,Cheap,Ridgewood,9:00,22:00,FALSE
946,"Lesch, Hagenes and Luettgen",Nepali,Expensive,Upper East Side,9:00,22:00,TRUE
947,Mayert Group,Czech,Medium,Morningside Heights,9:00,22:00,TRUE
948,"Wolf, Koch and Gulgowski",Azerbaijani,Cheap,Hamilton Heights,9:00,22:00,TRUE
949,Rowe Group,Cuban,Expensive,Woodside,9:00,22:00,TRUE
950,Cormier-Balistreri,Portuguese,Cheap,Elmhurst,9:00,22:00,FALSE
951,"Adams, Mann and Emmerich",Mediterranean,Cheap,Sutton Place,9:00,22:00,TRUE
952,"Hills, Botsford and Ernser",Nigerian,Cheap,Ridgewood,9:00,22:00,FALSE
953,"Yost, Klocko and Gleichner",South African,Expensive,Brighton Beach,9:00,22:00,FALSE
954,Kautzer Inc,Indian,Expensive,Chinatown,9:00,22:00,FALSE
955,Bayer LLC,Nepali,Cheap,Sutton Place,9:00,22:00,FALSE
956,"Schaefer, Kiehn and Konopelski",Argentine,Medium,Sutton Place,9:00,22:00,FALSE
957,Bartell-Frami,Ethiopian,Expensive,Jackson Heights,9:00,22:00,FALSE
958,"Simonis, O'Conner and Schumm",Polish,Medium,Financial District,9:00,22:00,TRUE
959,Howe LLC,Kazakh,Expensive,Ridgewood,9:00,22:00,FALSE
960,Botsford-Olson,Cuban,Cheap,Battery Park City,9:00,22:00,FALSE
961,O'Reilly Inc,Spanish,Expensive,Woodside,9:00,22:00,FALSE
962,"Pfannerstill, Adams and Keeling",Bulgarian,Medium,Woodside,9:00,22:00,FALSE
963,Satterfield-Rogahn,Kenyan,Cheap,Harlem,9:00,22:00,TRUE
964,Schaden-Reynolds,Australian,Cheap,Midtown,9:00,22:00,TRUE
965,"Cronin, Thiel and Weber",Bulgarian,Expensive,Forest Hills,9:00,22:00,FALSE
966,Ferry Group,Tajik,Expensive,Midtown,9:00,22:00,TRUE
967,Schuster Group,Georgian,Medium,Woodside,9:00,22:00,FALSE
968,Kohler-Graham,Lebanese,Expensive,Woodside,9:00,22:00,TRUE
969,"Ritchie, Tromp and Lind",Emirati,Medium,Battery Park City,9:00,22:00,TRUE
970,Maggio-Hilll,Slovenian,Expensive,Sutton Place,9:00,22:00,TRUE
971,Zboncak-Dickens,South African,Medium,NoHo,9:00,22:00,TRUE
972,Gutkowski-Bogisich,Icelandic,Medium,Ridgewood,9:00,22:00,TRUE
973,Botsford LLC,Hungarian,Expensive,Jamaica,9:00,22:00,TRUE
974,Collier-Blanda,Omani,Expensive,Jackson Heights,9:00,22:00,TRUE
975,Donnelly Group,Polish,Cheap,Sunnyside,9:00,22:00,TRUE
976,Lehner-Wisozk,Mongolian,Medium,Harlem,9:00,22:00,FALSE
977,Schinner-Thiel,Lithuanian,Expensive,Flatbush,9:00,22:00,TRUE
978,Beer and Sons,Omani,Cheap,Flatbush,9:00,22:00,FALSE
979,Hermiston-Boehm,Indonesian,Cheap,Astoria,9:00,22:00,FALSE
980,Reilly-Feil,Italian,Cheap,Washington Heights,9:00,22:00,FALSE
981,Price-Will,Bulgarian,Medium,Tribeca,9:00,22:00,FALSE
982,Wolf-Keeling,Czech,Medium,Rego Park,9:00,22:00,TRUE
983,Sanford LLC,Czech,Medium,Bay Ridge,9:00,22:00,FALSE
984,Robel LLC,Cuban,Expensive,Ridgewood,9:00,22:00,TRUE
985,Walker-Gerlach,Uzbek,Expensive,Jackson Heights,9:00,22:00,TRUE
986,Rutherford Inc,Slovak,Medium,Morningside Heights,9:00,22:00,FALSE
987,Kling-Fay,Iraqi,Medium,Lower Manhattan,9:00,22:00,TRUE
988,Wilderman-Schuppe,Danish,Expensive,Lower Manhattan,9:00,22:00,FALSE
989,Blick-Olson,Malaysian,Expensive,Bedford-Stuyvesant,9:00,22:00,TRUE
990,Rath Inc,Pakistani,Expensive,Upper West Side,9:00,22:00,TRUE
991,Cummerata Inc,Mexican,Cheap,East Harlem,9:00,22:00,TRUE
992,"Batz, Corwin and Beer",Romanian,Expensive,Hell's Kitchen,9:00,22:00,FALSE
993,Mohr-DuBuque,Austrian,Cheap,Chinatown,9:00,22:00,FALSE
994,Bartoletti-Klein,Qatari,Expensive,Financial District,9:00,22:00,FALSE
995,Spencer-Koepp,Japanese,Medium,Little Italy,9:00,22:00,FALSE
996,"Ferry, Bode and Casper",South African,Medium,Ridgewood,9:00,22:00,FALSE
997,Schiller Group,Mediterranean,Cheap,Chelsea,9:00,22:00,TRUE
998,Considine Inc,Slovak,Expensive,Battery Park City,9:00,22:00,FALSE
999,"Feest, Hirthe and Lemke",Hungarian,Medium,Williamsburg,9:00,22:00,TRUE
1000,Fadel-Torp,Indonesian,Expensive,Park Slope,9:00,22:00,FALSE
